"","V1","V2","V3","V4"
"cv",5,1,15.0422119477359,-0.660175749116479
"cv",5,2,15.2486878197139,-0.668332317528255
"cv",5,3,15.2531917189233,-0.668372832825428
"cv",5,4,15.9354471047715,-0.69754230367979
"cv",5,5,17.1484956470653,-0.748072521907844
"cv",5,6,14.3464301075525,-0.62159740317693
"cv",5,7,16.175722456278,-0.713225859401848
"cv",5,8,16.4208010782054,-0.71818259927973
"cv",10,1,30.7644868431695,-0.736231684735708
"cv",10,2,31.7065797503444,-0.752423660901143
"cv",10,3,30.4336642767837,-0.728644987088646
"cv",10,4,28.1222043743758,-0.677053447684045
"cv",10,5,25.3057402154334,-0.602118005377946
"cv",10,6,32.648904041593,-0.769975578407776
"cv",10,7,36.3541167270193,-0.829252442010208
"cv",10,8,33.6935040175264,-0.789018372595769
