"","","","","par1","par2","par3"
"cv",5,1,15.7022425803071,0.513567262069931,-1.6235575581748,-2.12420754282377
"cv",5,2,15.5429055160517,0.463081003854792,-1.55767880690008,-2.02954442887048
"cv",5,3,17.5171404049472,0.37655470435942,-1.38183699600586,-2.02010097175483
"cv",5,4,14.2135843006964,0.392274538494834,-1.44123819128348,-2.01377935414069
"cv",5,5,13.8000127504018,0.419593088416638,-1.46453997273689,-1.95265835778778
"cv",5,6,17.4883125868645,0.451350446862894,-1.47939544193418,-2.07141529632712
"cv",5,7,16.2304846167192,0.433495058713425,-1.53708378587061,-2.02031607105846
"cv",5,8,15.7270073336487,2.13016753716515,-0.0492336289829096,-1.95312690137694
"cv",10,1,25.0625968708301,-0.0520234013167561,-0.849057217580952,-1.89639373052699
"cv",10,2,27.4761090029152,-0.0803344475179133,-0.814903768577903,-1.90263827825417
"cv",10,3,36.1478911500205,-0.0946912158904602,-0.784689436772775,-1.91701055618826
"cv",10,4,30.6926646959674,-0.0254697005436063,-1.00458649893001,-2.09755601691309
"cv",10,5,28.4361086460699,0.0362252385953772,-0.974291011999628,-2.02506680355052
"cv",10,6,35.0133825557627,-0.070484469700791,-0.819209882147794,-1.94458449408984
"cv",10,7,24.7169903646775,0.540538561404044,-0.983954066251159,-1.99944600561679
"cv",10,8,30.9645481167891,0.048776740945047,-0.936168056970773,-2.00425922710761
