"","","","","par1","par2","par3"
"cv",5,1,14.6051043833517,-0.443435736088567,-0.308724075407596,-1.63264409867825
"cv",5,2,14.555966806591,-0.420841347746841,-0.286022360701078,-1.63732039045045
"cv",5,3,12.5622961844211,-0.414587855911366,-0.407949709162114,-1.70149470226267
"cv",5,4,15.6586388643866,-1.15333724802772,3.99988743895098,2.70906653227457
"cv",5,5,13.962271483735,-0.490730235567759,-0.362744036226724,-1.68043113096031
"cv",5,6,12.6263074075414,-0.477167460228942,-0.225081067003081,-1.56076515646222
"cv",5,7,8.97798158944509,-0.425464651362783,-0.300473905410939,-1.57223000508472
"cv",5,8,14.2829786771524,-0.447389552334806,-0.39699165039582,-1.71174743142789
"cv",10,1,26.4053798058849,-0.182783072672371,-0.617975207582237,-1.78336211717226
"cv",10,2,26.4572773876493,-0.251133437153513,-0.748450770052238,-1.89490438642683
"cv",10,3,33.4364227377352,-1.12417835973255,3.99999510360406,2.81324223158725
"cv",10,4,30.9062781220492,-0.317021772037034,-0.487438001726399,-1.72288005061675
"cv",10,5,26.0897933169973,-0.255398995684359,-0.565390473536615,-1.74669776689647
"cv",10,6,33.7815119601358,-0.321853115749302,-0.579477367259849,-1.83211966596209
"cv",10,7,29.2638100574009,-0.32414090348422,-0.534267121880688,-1.76440804338192
"cv",10,8,25.8423980104325,-0.249072990045728,-0.537114237725938,-1.74257066834877
