"","V1","V2","V3","V4"
"cv",5,1,17.0846020658259,2.76438543351931
"cv",5,2,17.0073452897543,4.99993515144081
"cv",5,3,17.0118362901942,4.9999491127993
"cv",5,4,17.0091410194972,4.99995763128993
"cv",5,5,17.0066709231451,4.99992561567046
"cv",5,6,17.017365761873,4.54288584765271
"cv",5,7,17.0050979816321,4.99992787194301
"cv",5,8,16.9873554797772,4.99994039008382
"cv",10,1,33.9266045793403,0.623123700031605
"cv",10,2,33.6757859141786,0.737079986549938
"cv",10,3,33.702045402768,0.724758765527986
"cv",10,4,34.23930361613,0.52706307985175
"cv",10,5,34.4118314666208,0.472002549618029
"cv",10,6,33.9566316324851,0.614016752527509
"cv",10,7,34.0200539850656,0.589541582645009
"cv",10,8,33.3409968733656,1.10343523637749
