"","","","","par1","par2"
"cv",5,1,15.6123094881131,-2.38138923340542,-0.965023380467616
"cv",5,2,16.7491192826696,-4.75998495416492,-0.990309027609833
"cv",5,3,19.5953284439797,-3.99269630606138,-1.04738741436259
"cv",5,4,11.8253811157931,-0.1719924218147,-0.857531195528434
"cv",5,5,13.1837752931402,1.57700862237999,-0.898248261065686
"cv",5,6,12.4243832421779,0.349786272047385,-0.875215659027883
"cv",5,7,13.444256407099,-2.92048472748138,-0.905965895249168
"cv",5,8,14.8952454479362,2.75934739899822,-0.948447598379466
"cv",10,1,17.9267420061091,1.17122458402691,-0.991103594929046
"cv",10,2,27.077904815094,3.83819148574725,-1.09545005072171
"cv",10,3,21.1469073200806,-4.63675192226126,-1.03269348812935
"cv",10,4,26.4660245129905,-2.39500127311813,-1.09115841421213
"cv",10,5,28.2807908090771,-2.6555678386964,-1.10535157862915
"cv",10,6,33.4617559309048,-2.27430983176422,-1.1543182172227
"cv",10,7,37.7297668736316,-0.957210444505893,-1.18973648880127
"cv",10,8,27.2561129759522,-2.83181484963111,-1.09784473072515
