"","","","","par1","par2"
"cv",5,1,17.3267172841804,2.34256607610961,-4.99999996388316
"cv",5,2,8.46869788748383,2.35997006817241,-4.99999999996379
"cv",5,3,4.35397492147883,2.38821486003192,-4.99999999624593
"cv",5,4,11.6985344031422,2.36906515521586,-4.99999983388396
"cv",5,5,12.4171926730668,2.36966127333333,-4.99999999967026
"cv",5,6,18.214509805051,2.31512066409161,-4.99999999999696
"cv",5,7,18.0465388661246,2.31948124742105,-4.99999999885393
"cv",5,8,15.5678884872549,2.36138296265824,-4.99999999381135
"cv",10,1,29.9538824377392,2.42324632994793,-4.99999999992911
"cv",10,2,29.4430940642792,2.47595477552324,-4.99999999997585
"cv",10,3,22.3994491996399,2.42282525417765,-4.99999999999844
"cv",10,4,10.0710038263958,2.46935928345786,-4.9999999999309
"cv",10,5,30.757047700024,2.49015668892565,-4.99999999987824
"cv",10,6,28.1931028257482,2.47664015083998,-4.99999999988313
"cv",10,7,22.947036585463,2.47352684474245,-4.99999999872802
"cv",10,8,14.1839373399905,2.47408290756135,-4.99999999957247
