"","","","","par1","par2","par3"
"cv",5,1,16.4723095690557,-1.19491198713323,-0.441359616847402,-4.66357688284816
"cv",5,2,16.4723095690557,0.666602964322799,2.63714991055513,-2.87020176997421
"cv",5,3,16.4723095690557,-1.21392197384298,0.404464884519346,-4.33861310132935
"cv",5,4,16.4723095690557,-0.0415245036547265,2.65844703521832,-1.59747847872056
"cv",5,5,16.4723095690557,-1.39532870498332,3.11873829759092,-4.73541703644777
"cv",5,6,16.4723095690557,-3.08539082327749,0.879493947957544,-2.26156621776505
"cv",5,7,16.4723095690557,-3.12723488121932,3.61253076916783,-1.53281414819021
"cv",5,8,16.4723095690557,-4.62639829982072,3.35776065787253,-2.4504760802621
"cv",10,1,31.9171547799685,-3.09484524466292,2.5190893968255,-3.83718028436509
"cv",10,2,31.9171547799685,-2.67286832492167,-0.316729591491813,-4.26627356283237
"cv",10,3,31.9171547799685,-1.54778984961791,2.99247635012151,-1.91427540008522
"cv",10,4,31.9171547799685,0.560043395151896,3.71112211971418,-2.31782698668318
"cv",10,5,31.9171547799685,0.970726060008487,3.47455181944091,-2.06215196868638
"cv",10,6,31.9171547799685,-1.25375053093139,1.88093554973622,-2.92668365951046
"cv",10,7,31.9171547799685,-2.55230682482943,-0.0361483051103549,-4.69812355129311
"cv",10,8,31.9171547799685,-0.0969740422625436,0.20291987108972,-4.12403820421929
