"","V1","V2","V3","V4"
"cv",5,1,13.8856162805331,-0.299599297513164
"cv",5,2,18.6742307144067,-0.648211762928872
"cv",5,3,16.2416170545547,-0.507399204016651
"cv",5,4,13.2351652787294,-0.18673434685803
"cv",5,5,16.2706711862746,-0.508184045284248
"cv",5,6,13.841110982509,-0.287008768440529
"cv",5,7,21.6963491057357,-0.730557903906757
"cv",5,8,18.8796072671857,-0.619584751115762
"cv",10,1,34.3159607227383,0.780147074105614
"cv",10,2,33.7570637739904,2.17225509225867
"cv",10,3,35.8844584634783,0.362665540595715
"cv",10,4,33.7528118480477,2.1502061610735
"cv",10,5,33.9803249244592,4.99995849759441
"cv",10,6,33.7774318507026,1.29500760567862
"cv",10,7,34.3187469725114,0.790922678432202
"cv",10,8,38.1565268639384,0.0935359940801964
