"","","","","par1","par2"
"cv",5,1,17.0059869083108,-2.1436611037276,2.26177474526862
"cv",5,2,17.0059869083108,-2.45652640654175,1.32992049580219
"cv",5,3,17.0059869083108,0.559812813651077,-3.1099017476663
"cv",5,4,17.0059869083108,-4.36419387155393,1.78801831661752
"cv",5,5,17.0059869083108,-2.05492207831865,-3.01906709987958
"cv",5,6,17.0059869083108,2.12011115727767,1.22240197093964
"cv",5,7,17.0059869083108,0.503815587578432,-1.29623729454021
"cv",5,8,17.0059869083108,1.69423430960985,0.170376805226553
"cv",10,1,34.0119738166216,-1.98630522666865,0.602448921938714
"cv",10,2,34.0119738166216,3.1453717724164,-0.622660960484829
"cv",10,3,34.0119738166216,1.14705583545936,3.60515261022374
"cv",10,4,34.0119738166216,-0.544360037580034,-1.67604792423329
"cv",10,5,34.0119738166216,-2.52478593224737,2.01570451526093
"cv",10,6,34.0119738166216,1.69132779511837,-1.75690806526359
"cv",10,7,34.0119738166216,2.47603991208598,0.531536356390926
"cv",10,8,34.0119738166216,1.68406252482347,1.27803248997723
