"","","","","par1","par2"
"cv",5,1,9.66819542827735,3.99999999999817,-1.88133822421019
"cv",5,2,7.01025015332837,3.99999999999655,-1.79864457642043
"cv",5,3,6.96257405404917,3.99999999999998,-1.80010217544819
"cv",5,4,8.34937944751114,3.99999999999733,-1.8682142472456
"cv",5,5,10.0266864305264,3.99999999999783,-1.87821659848158
"cv",5,6,20.6959920451739,3.99999999999989,-2.07327774509063
"cv",5,7,6.66809138888233,3.99999999999926,-1.80736925915397
"cv",5,8,7.06189200830543,3.99999999999627,-1.79800665919986
"cv",10,1,21.2403816994282,3.99999999999966,-1.63872194713704
"cv",10,2,18.2815979668218,3.99999999999927,-1.60177903665936
"cv",10,3,16.3566876828451,3.99999999999878,-1.60203544071244
"cv",10,4,28.4185861591414,3.99999999999996,-1.69701316663791
"cv",10,5,22.6293692114833,3.99999999999795,-1.6340706884002
"cv",10,6,29.3874839540354,3.99999999999974,-1.69839084527911
"cv",10,7,22.1902963339028,3.99999999999998,-1.65343015346296
"cv",10,8,21.1832541880833,3.99999999999728,-1.65228373791466
