"","V1","V2","V3","V4"
"cv",5,1,17.0100547422649,3.99994238862752
"cv",5,2,16.9761858472887,3.99995674821087
"cv",5,3,17.0184318123746,3.99993445176657
"cv",5,4,17.0139332317932,3.99993905345002
"cv",5,5,17.0100382151032,3.99994224585772
"cv",5,6,17.0166789773161,3.99993621606162
"cv",5,7,17.0152424519993,3.99993852113828
"cv",5,8,17.0178981236081,3.99993486883587
"cv",10,1,34.21611731188,0.4816415415928
"cv",10,2,33.5282540182603,0.963889879839264
"cv",10,3,34.5111706996463,0.396553598381791
"cv",10,4,33.7010824084636,0.73007647259592
"cv",10,5,34.7004448826262,0.356629064746374
"cv",10,6,34.1644885588567,0.50236566201933
"cv",10,7,34.5195422475862,0.40220109323758
"cv",10,8,33.7492644684761,2.42869616863979
