"","","","","par1","par2"
"cv",5,1,14.0139271420308,1.3343788639785,-0.70345175118549
"cv",5,2,15.5950884169504,-1.29241290087308,-0.768504611856104
"cv",5,3,16.7063856644037,2.45129299134962,-0.806071592284007
"cv",5,4,16.5589067080865,1.25866515535902,-0.805047560683558
"cv",5,5,13.2378773064518,-3.88521756374441,-0.66440429595501
"cv",5,6,14.8666236899889,-0.11688774102984,-0.739463075750434
"cv",5,7,16.2303523278798,-1.12586290797453,-0.791110950563681
"cv",5,8,16.4370994369906,-0.43318380752661,-0.797970827677138
"cv",10,1,29.6811855351761,-2.85704659526069,-0.579481257996869
"cv",10,2,30.1797833379864,-0.0658262452142846,-0.594401907910747
"cv",10,3,29.5210894673105,1.41717256331903,-0.574144392011548
"cv",10,4,34.732385458457,-0.130761754846757,-0.699625096577808
"cv",10,5,32.7913107355683,-0.940452725706181,-0.662386854920674
"cv",10,6,34.1991748678534,0.396291853534519,-0.691525382036434
"cv",10,7,31.5817787124765,-2.89884810566902,-0.629247945360019
"cv",10,8,30.9939609761226,0.132535967904195,-0.617156726057553
