"","","","","par1","par2","par3"
"cv",5,1,8.29043292353392,-1.1192124094391,3.99961948718612,2.44781744150862
"cv",5,2,11.0023001557463,-1.12519731979165,3.99999573452242,2.39471531058813
"cv",5,3,13.7802494675266,-1.12834402418998,3.99995325092373,2.3750910897139
"cv",5,4,12.0625726609643,-0.483964587628789,0.0524063939384965,-1.4866561735845
"cv",5,5,12.3881970219255,-0.432688311908186,-0.114541321547553,-1.68927087358768
"cv",5,6,8.61885776569221,-1.12492374805174,3.99987712109055,2.42354391824854
"cv",5,7,12.2150713608927,-1.14000024906651,3.99994148833447,2.4563864018782
"cv",5,8,11.5331463320416,-1.12056161656499,3.99995753804311,2.42847434127535
"cv",10,1,24.0866425773336,-1.17963820161422,3.99993729641821,2.38339966375658
"cv",10,2,12.670913629982,-1.14698536159306,3.99997855950477,2.39856961944563
"cv",10,3,17.2561844576149,-1.16581844435909,3.99997547388589,2.39945551751432
"cv",10,4,32.7600177554824,-1.16176101977857,3.99998290211926,2.25885625684462
"cv",10,5,20.6624563332245,-1.16521788486995,3.99989870428116,2.40712966132303
"cv",10,6,23.769333848023,-1.17036682481658,3.99993679021034,2.38707585127188
"cv",10,7,23.8657899200251,-1.15122679547883,3.99999715382128,2.31510681114703
"cv",10,8,25.3017431490003,-1.15924507435443,3.99999969577054,2.34389997772344
