"","V1","V2","V3","V4"
"cv",5,1,13.9157859962913,-1.07856317871057
"cv",5,2,10.3386124677065,-0.995184793874944
"cv",5,3,10.3333677372759,-0.99523771308623
"cv",5,4,17.6266112000839,-1.14384110914564
"cv",5,5,17.5325556770935,-1.1433970388995
"cv",5,6,12.5116367496888,-1.0463005434636
"cv",5,7,15.612495878586,-1.11175546946382
"cv",5,8,13.1618794793836,-1.06519728402955
"cv",10,1,29.3831775329587,-1.07981086302458
"cv",10,2,31.2890489625389,-1.0943736421638
"cv",10,3,29.2265526009183,-1.07384529387826
"cv",10,4,34.9861515506463,-1.12928731592318
"cv",10,5,25.5020777936722,-1.03719141129464
"cv",10,6,26.1076651618781,-1.04594311162827
"cv",10,7,22.6369142768308,-1.00914931888721
"cv",10,8,22.7627019173831,-1.00484425702819
