"","V1","V2","V3","V4"
"cv",5,1,16.7091526207244,1.72357507248051
"cv",5,2,17.1932106914328,0.352940890042325
"cv",5,3,16.7049784171932,1.70617529681945
"cv",5,4,16.6595595167283,0.876175316560823
"cv",5,5,17.1749435343692,0.367964793122975
"cv",5,6,22.8774261711157,-0.384566690111142
"cv",5,7,16.9977269850087,0.461334963790755
"cv",5,8,16.7049784171932,1.70617529681945
"cv",10,1,34.0140227216777,4.99994511980384
"cv",10,2,34.0288449716466,4.99994372189065
"cv",10,3,34.0185085383579,4.99994454981742
"cv",10,4,34.0102003881679,4.99994528459493
"cv",10,5,33.9987450430341,4.99994607587972
"cv",10,6,34.0602898616945,4.99993875105619
"cv",10,7,34.0068275852847,4.99994544123035
"cv",10,8,34.053775428428,4.99994008618541
