"","","","","par1","par2","par3"
"cv",5,1,16.4735366459317,-4.9999954664432,-1.62712640520278,-3.34641173379068
"cv",5,2,16.7335204317371,-4.99999588020808,-1.62380072444166,-3.50339950221755
"cv",5,3,16.6129814435214,-4.99998898201973,-1.64237583645576,-3.24466362781478
"cv",5,4,33.0211881361065,-0.608422074258221,1.42282787157842,-4.5732051923026
"cv",5,5,16.5945964991113,-4.99999525920021,-1.6466946157506,-3.18845025664914
"cv",5,6,17.1598291084327,1.70910357835276,-1.03367530922906,-4.95837845528559
"cv",5,7,17.2563332130119,-4.99999454045482,-1.62291828963133,-3.67142376393656
"cv",5,8,16.8532330150725,-4.9999990179924,-1.63764741060657,-3.39286835804876
"cv",10,1,34.0043139201084,2.76698035344361,3.78040880973344,-0.543581491738381
"cv",10,2,34.1607421266538,2.45169201220324,3.54508086031312,-0.163584645608607
"cv",10,3,32.5390976088841,3.14299099836016,2.06361318855082,-2.79247543849954
"cv",10,4,32.5386292110312,-4.99862412025105,-0.630618193797895,-0.256077384711313
"cv",10,5,32.5439448022148,3.71427927104108,1.78964340207576,-4.20489923508531
"cv",10,6,35.8310212657976,2.14717420862004,-0.601031923380438,-3.96543201395739
"cv",10,7,34.3576813164015,-4.99999978332908,-0.998669248330153,-0.961069303719926
"cv",10,8,32.5669580091062,-4.94800253986296,-0.663057158286904,-0.306072871768818
