"","V1","V2","V3","V4"
"cv",5,1,16.6220413139507,0.758380316739847
"cv",5,2,16.7017108335537,0.623818657746297
"cv",5,3,17.9661623805342,0.0745635803561778
"cv",5,4,16.570918693493,0.926111102567341
"cv",5,5,17.9661623805345,0.0745635803559028
"cv",5,6,17.1513255836175,0.311718117065687
"cv",5,7,16.758924291599,2.17300937416781
"cv",5,8,17.992083149018,0.0706261809276661
"cv",10,1,33.1341020433087,1.02729285099556
"cv",10,2,33.9470538534248,0.47629038358226
"cv",10,3,33.4224633873728,0.697720245280151
"cv",10,4,34.9853034627647,0.242436051629269
"cv",10,5,35.3758777829396,0.182912508293607
"cv",10,6,33.1533913032467,0.96937964514058
"cv",10,7,35.8554899158855,0.121628257113178
"cv",10,8,33.2505604126627,0.866104003250711
