"","V1","V2","V3","V4"
"cv",5,1,16.1790032316002,0.147362814093172
"cv",5,2,17.1766350380309,-0.124390552810605
"cv",5,3,18.569839688222,-0.311931019634562
"cv",5,4,17.3651183252751,-0.158070311416192
"cv",5,5,17.7690021466466,-0.235949774090867
"cv",5,6,16.3735074451214,0.0589369384584058
"cv",5,7,15.9222969337474,0.86356943637257
"cv",5,8,16.8986649897662,-0.0490897302416201
"cv",10,1,34.5194398140366,0.38622563928708
"cv",10,2,33.7912548707386,0.605041967187162
"cv",10,3,33.9363811540022,0.542562985347764
"cv",10,4,36.3576770914432,0.0966177958565888
"cv",10,5,34.725263174321,0.340544469041351
"cv",10,6,33.2405800108795,1.07513260937039
"cv",10,7,33.3886569635308,0.872251611877617
"cv",10,8,33.2304397378286,1.23008098049487
