"","","","","par1","par2","par3"
"cv",5,1,14.2571505288643,-0.186236438453634,-0.686030513902236,-1.97584230819808
"cv",5,2,19.2065121128203,-0.276936228933922,-0.544501349946345,-1.91668715122163
"cv",5,3,13.5994945584919,0.0261630300861463,-0.853296020408612,-2.16657649876867
"cv",5,4,13.1837940032952,-0.0178972599606145,-0.906150756690271,-2.21359421365435
"cv",5,5,12.9343560849558,-0.24407546020484,-0.658506494337683,-1.9189966844534
"cv",5,6,12.9054394188069,-1.10975288043217,3.99990293825449,2.83684601954531
"cv",5,7,14.8519629739902,-0.0797242688578517,-0.977610496745449,-2.26927319856177
"cv",5,8,10.6577671591968,-0.0776811426225998,-0.803404931049383,-2.03281785456256
"cv",10,1,30.2859102564986,-0.317395014941742,-0.395240984686423,-1.80408041225148
"cv",10,2,24.7244707762211,-1.10844732370582,3.99939102794664,2.71716661090851
"cv",10,3,27.0083228434702,-0.284710872452749,-0.552509411632295,-1.92748683525351
"cv",10,4,23.6043902524093,-0.286126139631967,-0.516479592262497,-1.89886849663039
"cv",10,5,25.0756698382846,-0.233174180969629,-0.514233029402863,-1.89469340064995
"cv",10,6,27.5743288494691,-0.272812266402719,-0.463719212863382,-1.84441277523589
"cv",10,7,23.1286820641219,-0.311739488724449,-0.375850284205116,-1.75938317898726
"cv",10,8,25.596798650479,-0.266657491152826,-0.559858727700412,-1.95180687152107
