"","","","","par1","par2"
"cv",5,1,17.0548880340182,-4.99999999999994,-0.491332157973137
"cv",5,2,18.3239900668766,-4.99999999999861,-0.511025790743319
"cv",5,3,6.72819863770155,-4.99999999999197,-0.329931929677331
"cv",5,4,12.6225016680075,-4.99999999998945,-0.417173941222447
"cv",5,5,9.88443321933016,-4.99999999999905,-0.372911628294625
"cv",5,6,14.085339691958,-4.99999999999832,-0.435339980523668
"cv",5,7,12.4867016243902,-4.99999999999794,-0.418532945193809
"cv",5,8,13.7270919965389,-4.9999999999987,-0.442937272867944
"cv",10,1,22.2568081494154,-4.99999999999782,-0.597059435171287
"cv",10,2,27.365018703862,-4.99999999999894,-0.628570873358561
"cv",10,3,27.8799090879393,-4.99999999999944,-0.61457199573296
"cv",10,4,21.0240995447998,-4.99999999999117,-0.516485554585481
"cv",10,5,31.8600718593317,-4.99999999999905,-0.655135794520681
"cv",10,6,24.629235775396,-4.99999999999946,-0.592387343289709
"cv",10,7,26.8050150725151,-4.9999999999987,-0.587497118877848
"cv",10,8,23.1041852732608,-4.9999999999977,-0.540426822106265
