"","V1","V2","V3","V4"
"cv",5,1,16.9004614194723,-0.468218075968322
"cv",5,2,16.2692559490071,-0.418703735277092
"cv",5,3,16.1403267561367,-0.400711278158898
"cv",5,4,16.6839292197534,-0.458327995903209
"cv",5,5,15.4616923677723,-0.354486489773357
"cv",5,6,16.6095555527058,-0.451188051960155
"cv",5,7,15.4602531459032,-0.361229750658233
"cv",5,8,16.3355682274873,-0.432624375897447
"cv",10,1,35.3665360261303,-0.338785883873419
"cv",10,2,33.0266305739971,-0.19941197400334
"cv",10,3,35.1287954114292,-0.340150642316127
"cv",10,4,32.6576927819695,-0.173908373809619
"cv",10,5,33.2147686952121,-0.235982080440379
"cv",10,6,30.6644933942709,0.109906772786773
"cv",10,7,36.145386470426,-0.383386560790217
"cv",10,8,31.6836327396768,-0.0991304890903288
