"","","","","par1","par2"
"cv",5,1,9.64577161959377,3.99999999999829,-1.23383915817422
"cv",5,2,9.67837672453147,3.9999999999994,-1.23439899335218
"cv",5,3,15.5316394435955,3.9999999999979,-1.37134091336887
"cv",5,4,15.9198798658077,3.99999999999987,-1.40204662195977
"cv",5,5,10.2965609477824,3.99999999999915,-1.26380890181562
"cv",5,6,27.1749949792926,3.99999999999986,-1.58782377083698
"cv",5,7,10.6023152915257,3.99999999999934,-1.26596495182658
"cv",5,8,15.0986979627874,3.99999999999005,-1.35691173031746
"cv",10,1,22.2198775051664,3.99999999999811,-1.55556788045668
"cv",10,2,30.3183928198555,3.99999999999976,-1.63013809411328
"cv",10,3,25.1327986695597,3.99999999999984,-1.5942820061826
"cv",10,4,26.2890571188017,3.99999999999995,-1.60166191122137
"cv",10,5,22.3153222413679,3.99999999999973,-1.58159701047116
"cv",10,6,27.2682111614245,3.99999999999985,-1.61273505517544
"cv",10,7,18.7733292418298,3.99999999999761,-1.52657881654767
"cv",10,8,19.4571232007578,3.99999999999969,-1.53146885402719
