"","","","","par1","par2"
"cv",5,1,12.5987153055709,3.99999999999995,-1.76607038219459
"cv",5,2,7.6900914473054,3.99999999999905,-1.66460460676304
"cv",5,3,15.2323409472619,3.9999999999992,-1.81209448202382
"cv",5,4,5.35342293407274,3.99999999999974,-1.65931417516394
"cv",5,5,7.41923512024809,3.99999999999932,-1.66830409409617
"cv",5,6,5.39315613883446,3.99999999999957,-1.65856149872624
"cv",5,7,24.3214426851919,3.99999999999985,-1.92405378433199
"cv",5,8,6.49324450742983,3.99999999999806,-1.68722953858903
"cv",10,1,14.1104009618806,3.99999999999992,-1.56214733571686
"cv",10,2,14.1505956282956,3.99999999999912,-1.56300553617949
"cv",10,3,41.0749413759705,3.99999999999999,-1.76504395429271
"cv",10,4,40.6615778360089,3.99999999999975,-1.75926691026086
"cv",10,5,18.9256216441373,3.999999999991,-1.60570714955865
"cv",10,6,14.8469065315915,3.99999999999905,-1.5568982108086
"cv",10,7,14.5162873137417,3.99999999999989,-1.55959938535435
"cv",10,8,18.8239661941059,4,-1.58839548849347
