"","","","","par1","par2"
"cv",5,1,16.4723095690557,-4.30009786961988,-3.99260307829662
"cv",5,2,16.4723095690557,-2.59150460438518,-4.08948411575127
"cv",5,3,16.7967639360163,-0.920247451156871,-4.99999999978001
"cv",5,4,16.4723095690557,-2.17833260496227,-4.32888618381465
"cv",5,5,16.4723095690557,-2.5911968479903,-4.24653795834313
"cv",5,6,16.4723095690557,-1.78722160124147,-4.99065772235623
"cv",5,7,16.9141683450253,-0.902010349047523,-4.99999999991268
"cv",5,8,16.4723095690557,-4.16489725783541,-4.14664129272903
"cv",10,1,32.3601809043467,-0.90808714599725,-0.520298576058335
"cv",10,2,32.3637233602231,-2.6323104411376,-0.519717489808309
"cv",10,3,33.111112505586,-0.239549984282136,-0.594751052903161
"cv",10,4,34.3644691351465,-0.777720713435815,-0.754438693594454
"cv",10,5,32.3637233555782,-3.61281155003235,-0.519717496273109
"cv",10,6,34.2711123835911,-0.706813628688994,-0.752937969365898
"cv",10,7,36.066685584209,0.0724526558172075,-0.633461108921073
"cv",10,8,34.3108047236508,-0.624140120374502,-0.75934822623071
