"","","","","par1","par2"
"cv",5,1,17.1914719545659,-4.99999999999917,-1.64049821444849
"cv",5,2,16.6279295890334,-4.99999999999806,-1.61555863381314
"cv",5,3,13.0703811600195,-4.99999999999969,-1.4862314489167
"cv",5,4,15.6642535215065,-4.99999999999912,-1.58512118459973
"cv",5,5,12.429675667099,-4.99999999999828,-1.46111258880582
"cv",5,6,16.0554043743476,-4.9999999999981,-1.59260597375614
"cv",5,7,14.1135945441548,-4.99999999999888,-1.53306611966691
"cv",5,8,17.0879930271425,-4.999999999998,-1.63595330216584
"cv",10,1,30.6060786261478,-4.99999999999809,-1.72399534429349
"cv",10,2,28.3801378604578,-4.99999999999826,-1.68305918426206
"cv",10,3,28.5396604467808,-4.99999999999886,-1.69350467430583
"cv",10,4,24.9442310224933,-4.99999999999925,-1.64061446437769
"cv",10,5,31.9972533523323,-4.99999999999781,-1.76044956608229
"cv",10,6,26.2621367838891,-4.99999999999977,-1.65616914287764
"cv",10,7,37.8060467801775,-4.99999999999915,-1.82087096673146
"cv",10,8,29.6764405208288,-4.99999999999761,-1.725553294278
