"","V1","V2","V3","V4"
"cv",5,1,13.9325687903437,-0.762231866392897
"cv",5,2,13.4831309159916,-0.737473772007631
"cv",5,3,15.5920713524386,-0.814641712620116
"cv",5,4,16.9704090381594,-0.86156135234092
"cv",5,5,15.44126773995,-0.814384436553026
"cv",5,6,13.2685237618453,-0.729900121786746
"cv",5,7,16.5261786649033,-0.844418209664832
"cv",5,8,16.862223045744,-0.854480009466531
"cv",10,1,31.8698273118741,-0.842545999597592
"cv",10,2,32.1100607239208,-0.844092054761766
"cv",10,3,30.5763134016559,-0.82339365083936
"cv",10,4,34.2342173629687,-0.877410502462138
"cv",10,5,33.2243340398857,-0.864173630204468
"cv",10,6,27.0067734197253,-0.757618474515684
"cv",10,7,25.6075637675569,-0.731708877694454
"cv",10,8,29.0027524241252,-0.796733167171884
