"","","","","par1","par2","par3"
"cv",5,1,17.7200533913402,1.11274783364716,-4.99999875187786,-3.3856819610975
"cv",5,2,10.3622971017419,0.852156160901289,-4.99999955883239,-3.05870292318146
"cv",5,3,17.2093533722652,0.924500935275302,-4.99999822377331,-3.16888745383223
"cv",5,4,3.98020263660541,0.775528237360565,-4.99999997307511,-2.96871166901258
"cv",5,5,15.823080122471,0.851999460879117,-4.99999862852874,-3.07402025563584
"cv",5,6,17.2077841099143,0.918215543294632,-4.99985653281358,-3.1617877733576
"cv",5,7,15.5739277897345,-4.9999841140345,-4.99999995337384,-2.73744216104143
"cv",5,8,11.3483175917305,0.8124040992791,-4.99999917923201,-2.9882451361167
"cv",10,1,24.5577271213064,2.12286941987611,-4.9013921622477,-4.99999744438518
"cv",10,2,0.896240653105669,2.22275252450652,-4.99972233846763,-4.99999620955875
"cv",10,3,9.21795578453385,2.2201429213223,-4.99998924944501,-4.99996676859816
"cv",10,4,10.4731822034075,2.23943457186934,-4.98154946518989,-4.99999928887835
"cv",10,5,12.0833525456354,2.22098678247427,-4.99992467309066,-4.99998634151631
"cv",10,6,16.4152094631244,2.22983632348698,-4.99972874208913,-4.99999051309575
"cv",10,7,18.6325044813879,2.14515232404786,-4.99983866912981,-4.99999912542
"cv",10,8,4.00389744532429,2.21951008051123,-4.99984465139111,-4.99998719155481
