"","","","","par1","par2","par3"
"cv",5,1,16.4726903976309,1.51908360110405,-1.18780227219619,-4.93016998137696
"cv",5,2,16.4886316978708,-4.9999491489999,-1.77018168167652,-3.55198428370856
"cv",5,3,16.4723236285913,-4.99999082956691,-1.76343413380525,-3.58263049973885
"cv",5,4,16.4724519484389,-4.99998906136473,-1.76352528814117,-3.58181278433166
"cv",5,5,16.5272216402894,1.59164880126567,-1.19986555061799,-4.99980507156663
"cv",5,6,23.6339556651744,-4.99883039253184,-1.64552892918376,-4.99984520707322
"cv",5,7,13.7475669813755,-4.99999791678516,-1.78313289994515,-3.37694485254954
"cv",5,8,20.5832974749536,-1.4316853944173,-1.46252560486846,-4.62730101934112
"cv",10,1,34.0897975157562,2.04526958947591,-1.17380333536611,-4.99999337390854
"cv",10,2,34.434033553286,2.05873345269801,-1.18510675866546,-4.99996560609455
"cv",10,3,32.1535382535008,2.07162526275214,-1.15900339069191,-4.9999617863338
"cv",10,4,34.5278486518339,2.0715860133321,-1.19298861989717,-4.99986647791735
"cv",10,5,32.2809786176686,2.09392252811853,-1.17152710057019,-4.9998198792541
"cv",10,6,38.3604190082419,-4.99973623144037,-1.55185527321791,-4.38544673947224
"cv",10,7,32.3687900086687,-4.99999761773591,-1.53603145768829,-2.242076083566
"cv",10,8,32.0840938580349,2.08860091688837,-1.16807804701465,-4.99873720056085
