"","V1","V2","V3","V4"
"cv",5,1,17.038198180506,-0.652385158502007
"cv",5,2,14.276280259345,-0.486183860311927
"cv",5,3,18.2052833366439,-0.701119116374515
"cv",5,4,14.9333554769728,-0.53926211250647
"cv",5,5,16.4516851724561,-0.6236708743361
"cv",5,6,15.7301317589568,-0.584897559798513
"cv",5,7,16.2631781684653,-0.614116350601005
"cv",5,8,15.0171268833225,-0.541198678579719
"cv",10,1,32.9303911041446,-0.285340637777178
"cv",10,2,33.7052841833344,-0.329255798460894
"cv",10,3,33.5494963077754,-0.322411301780954
"cv",10,4,31.7890053741641,-0.213972575990404
"cv",10,5,33.429358613338,-0.31645524234657
"cv",10,6,34.3147197707832,-0.356745972330266
"cv",10,7,31.8869049402994,-0.216373250726018
"cv",10,8,32.5028472181333,-0.262718056589341
