"","V1","V2","V3","V4"
"cv",5,1,17.8650151065855,-0.876209538917853
"cv",5,2,11.3842372410139,-0.719644118464442
"cv",5,3,15.5330260842472,-0.831991107506319
"cv",5,4,11.4828404799499,-0.716697213396358
"cv",5,5,16.1140149320011,-0.838701436144442
"cv",5,6,15.5035879375265,-0.831181084343257
"cv",5,7,17.994802976715,-0.886580250866852
"cv",5,8,13.0384249664906,-0.755011324229401
"cv",10,1,30.9815127296255,-0.44155268110479
"cv",10,2,27.0027359984082,-0.148286633119463
"cv",10,3,34.6032746641033,-0.570433736189905
"cv",10,4,34.1699152162022,-0.550697772821875
"cv",10,5,33.8131428737567,-0.520903017238188
"cv",10,6,32.5606426742333,-0.480296364800231
"cv",10,7,33.2466355734392,-0.518725543079019
"cv",10,8,35.9096620467898,-0.587997940871854
