"","V1","V2","V3","V4"
"cv",5,1,16.3212360410214,-0.719290659827437
"cv",5,2,16.125787752549,-0.711507848213878
"cv",5,3,16.3738594317758,-0.719546695248166
"cv",5,4,16.2789862386652,-0.715294300942622
"cv",5,5,16.3751494536391,-0.720081036047071
"cv",5,6,14.8840841229623,-0.655475085458575
"cv",5,7,15.4647671583854,-0.681345832669038
"cv",5,8,13.5766651233185,-0.579164321964091
"cv",10,1,29.9368289113781,-0.583374488595603
"cv",10,2,35.1050479498179,-0.70512912160154
"cv",10,3,30.9022389513548,-0.611047139026086
"cv",10,4,28.3562794239873,-0.532433090559333
"cv",10,5,33.715072945288,-0.676852322884524
"cv",10,6,31.5584260689623,-0.627084065521876
"cv",10,7,30.4895206894311,-0.5986941992952
"cv",10,8,33.9382627849223,-0.679166839189918
