"","V1","V2","V3","V4"
"cv",5,1,14.3153376800042,-1.27038517279132
"cv",5,2,10.8964380879861,-1.21656544211989
"cv",5,3,12.6499600521172,-1.24451322345914
"cv",5,4,10.8933977284688,-1.21589046994465
"cv",5,5,17.4281864157853,-1.31896520372155
"cv",5,6,11.2193614133854,-1.21966918787161
"cv",5,7,14.7127204796993,-1.27707194713075
"cv",5,8,7.82860738919353,-1.16598794899337
"cv",10,1,32.270946881713,-1.39138395227978
"cv",10,2,21.5228202957272,-1.31914163324578
"cv",10,3,27.2829886908147,-1.35997734805802
"cv",10,4,23.6924338872097,-1.33431237520682
"cv",10,5,23.3074220395309,-1.33190738602553
"cv",10,6,12.0756482383604,-1.2399805612985
"cv",10,7,20.9769957330183,-1.31457656047376
"cv",10,8,26.9217049418481,-1.35748900266343
