"","V1","V2","V3","V4"
"cv",5,1,16.1432436716435,-0.116948467545207
"cv",5,2,16.8662203384163,-0.230203284643715
"cv",5,3,18.2597696648602,-0.359052020200209
"cv",5,4,15.385422995398,0.102425215146825
"cv",5,5,15.6762850196445,-0.0352185087856635
"cv",5,6,16.6430362100546,-0.183067284757481
"cv",5,7,16.4497804169912,-0.164259698050411
"cv",5,8,18.6073429364613,-0.384393948029422
"cv",10,1,33.2599617601745,-0.275934252477839
"cv",10,2,34.1937797523176,-0.323063602818135
"cv",10,3,33.4010819585442,-0.285888808260102
"cv",10,4,32.60183767021,-0.222000260096368
"cv",10,5,31.5803552223911,-0.143219730360566
"cv",10,6,32.2239478408056,-0.192199609050745
"cv",10,7,33.4755327612403,-0.277743746722723
"cv",10,8,34.3901330832577,-0.324293052994254
