"","V1","V2","V3","V4"
"cv",5,1,16.8481167387201,1.91092073428788
"cv",5,2,16.8331169037004,1.70616387166921
"cv",5,3,17.9144457536441,0.299816552608447
"cv",5,4,17.9101471726616,0.307466477425891
"cv",5,5,17.2448257128533,0.600891487668283
"cv",5,6,16.9925222390927,4.999949297038
"cv",5,7,16.9861386538661,0.873984984362143
"cv",5,8,17.2085797048478,0.622933907215989
"cv",10,1,34.1577987083837,1.75757004338389
"cv",10,2,34.2377994159815,1.60586740758025
"cv",10,3,33.9949374733666,4.9999589550721
"cv",10,4,34.5997402580349,1.22416598612741
"cv",10,5,33.9965090936445,4.9999550849414
"cv",10,6,33.9977085668738,3.87131086718979
"cv",10,7,33.9925698792645,3.02386873964487
"cv",10,8,34.4497854293003,1.35133059498997
