"","","","","par1","par2"
"cv",5,1,11.3259492303023,-0.55546209978161,-1.13098611712199
"cv",5,2,14.866686082095,-2.79105815758395,-1.1845303575792
"cv",5,3,14.6575661069152,-4.51429705350567,-1.17670505394263
"cv",5,4,17.1399444944918,-2.51075496582893,-1.21495937199605
"cv",5,5,9.81262981532033,-0.771807215795701,-1.10142429205849
"cv",5,6,10.364620669576,-4.80141281163972,-1.10713346817194
"cv",5,7,16.6917036909995,-3.65366388501158,-1.21213589442528
"cv",5,8,13.2882428556971,-2.85248719752347,-1.15780329810749
"cv",10,1,24.0787093005407,-2.59461433183624,-1.17172772202153
"cv",10,2,35.1979836342584,-4.22987506290992,-1.26181456981032
"cv",10,3,20.4692720013759,-2.31576286534028,-1.13213405745582
"cv",10,4,29.0749288376578,-4.8584703003798,-1.22628031130251
"cv",10,5,31.1411233603216,-4.53486614588543,-1.23988235267369
"cv",10,6,25.8487336000351,-2.71616333601617,-1.15877346892432
"cv",10,7,28.0581950728888,-4.29009159354958,-1.20849622871144
"cv",10,8,27.1964993066163,-2.79438725382339,-1.20982123456912
