"","V1","V2","V3","V4"
"cv",5,1,19.9543377449372,-0.619609035540082
"cv",5,2,13.4236011388219,-0.12666593986555
"cv",5,3,16.6594449803396,-0.476477727496749
"cv",5,4,14.0604816651059,-0.238337431513567
"cv",5,5,16.1802243103833,-0.436467439137479
"cv",5,6,16.6594449803396,-0.476477727496749
"cv",5,7,18.5075406276973,-0.571302725312249
"cv",5,8,16.201611806803,-0.430502138600193
"cv",10,1,34.002566694139,4.99994386465895
"cv",10,2,33.9809980197254,4.99994555273241
"cv",10,3,34.0182875068623,4.99994183049159
"cv",10,4,34.0301928190557,4.99993964149505
"cv",10,5,34.0272675220233,4.99993977397868
"cv",10,6,34.0313045707721,4.99993863150355
"cv",10,7,34.0306375575566,4.99993921994926
"cv",10,8,34.0405261346381,4.99993687496225
