"","V1","V2","V3","V4"
"cv",5,1,17.0935725103364,-0.134053037515621
"cv",5,2,16.8486752266361,-0.104599552991857
"cv",5,3,17.3012743136406,-0.159161814192989
"cv",5,4,16.8421171964316,-0.11055570769626
"cv",5,5,16.548454593436,-0.0375098387512857
"cv",5,6,16.7254068282854,-0.0876405679457921
"cv",5,7,17.7380949434188,-0.22860075368426
"cv",5,8,15.5812466640646,0.47471699900204
"cv",10,1,32.0368671109476,-0.455556119248988
"cv",10,2,33.2179281578345,-0.507771707487689
"cv",10,3,30.3701503398289,-0.37093533390702
"cv",10,4,28.748074215585,-0.281585378015267
"cv",10,5,31.8584451419752,-0.47456439122649
"cv",10,6,34.7325675758583,-0.553787941388307
"cv",10,7,37.368052154359,-0.616168745151561
"cv",10,8,33.528280779675,-0.519502925524681
