"","","","","par1","par2"
"cv",5,1,16.9492374800444,3.21192035909543,2.28948189776244
"cv",5,2,16.8785456354906,2.76353747766192,-0.173185939675027
"cv",5,3,20.2181312718809,2.90736695341855,-1.00761700335077
"cv",5,4,16.8973718705515,2.71767924300742,-0.141673446889071
"cv",5,5,16.8738436297459,2.74087419902947,-0.154803057410393
"cv",5,6,17.3565401901874,2.74335492885151,-0.313093744309297
"cv",5,7,49.4768404639062,-0.621944258062713,-4.9999999999989
"cv",5,8,16.7649214618717,2.72751374266631,-0.077086521509535
"cv",10,1,32.7674781313533,-0.297202074414328,-1.45782342000387
"cv",10,2,32.4417753423987,-0.38002489713022,-1.43753208999278
"cv",10,3,32.2949459657495,-0.39409257906333,-1.41632489568847
"cv",10,4,32.776217014267,-0.289313432070836,-1.4531647975143
"cv",10,5,32.2917867439065,-0.400691435405769,-1.37992026430687
"cv",10,6,32.1839059767011,-0.399757336639005,-1.40865336553239
"cv",10,7,36.2672070732471,-0.365206268860937,-1.97508111919483
"cv",10,8,69.1883666637416,-0.611932728267777,-4.9999999999985
