"","","","","par1","par2"
"cv",5,1,17.0059889771402,3.99999999962773,3.99999999782428
"cv",5,2,17.0059868679922,3.99999999957431,3.99999999947052
"cv",5,3,17.005990110491,3.99999999976618,3.99999999831091
"cv",5,4,17.0059889342403,3.99999999974975,3.99999999875586
"cv",5,5,17.005986910895,3.99999999901127,3.99999999950963
"cv",5,6,17.0059892014766,3.99999999989827,3.99999999988404
"cv",5,7,17.0059872366022,3.99999999992017,3.99999999976713
"cv",5,8,17.0059869083108,3.99999999921471,3.99999999893573
"cv",10,1,34.0119850532377,3.99999999835814,3.99999999878105
"cv",10,2,34.0119830827321,3.9999999999775,3.9999999979736
"cv",10,3,34.0119743667786,3.99999999997671,3.99999999687951
"cv",10,4,34.0119864438952,3.99999999953066,3.99999999929044
"cv",10,5,34.0119832417072,3.999999998853,3.99999999785781
"cv",10,6,34.0119819944695,3.99999999697331,3.99999999756275
"cv",10,7,34.0119768098423,3.99999999977054,3.99999999990461
"cv",10,8,34.0119788138949,3.99999999900094,3.99999999869553
