"","","","","par1","par2"
"cv",5,1,17.005989713783,3.99999999984737,3.99999999980313
"cv",5,2,17.0059916664303,3.99999999957833,3.99999999825526
"cv",5,3,17.0059901928484,3.99999999995334,3.99999999968303
"cv",5,4,17.0059879741103,3.99999999980897,3.99999999990054
"cv",5,5,17.0059883731084,3.99999999972414,3.9999999977632
"cv",5,6,17.0059875430131,3.99999999970708,3.99999999810365
"cv",5,7,17.0059873502069,3.99999999926286,3.99999999761714
"cv",5,8,17.0059900610941,3.99999999916356,3.99999999958273
"cv",10,1,34.0119832005315,3.99999999990556,3.99999999957888
"cv",10,2,34.0119833578975,3.99999999994726,3.99999999951237
"cv",10,3,34.0119760791234,3.99999999961824,3.99999999995164
"cv",10,4,34.0119777430366,3.99999999979325,3.99999999608593
"cv",10,5,34.0119800608472,3.99999999978746,3.99999999932158
"cv",10,6,34.0119890241628,3.99999999939949,3.99999999826326
"cv",10,7,34.011985351143,3.99999999971996,3.99999999977276
"cv",10,8,34.0119795957346,3.99999999977082,3.99999999632286
