"","","","","par1","par2","par3"
"cv",5,1,9.02110174472712,-4.99968931015755,3.80038545613874,3.24860150293323
"cv",5,2,7.14168022527715,-4.99974084793544,3.80056479275701,3.21440377711399
"cv",5,3,7.13572544891537,-4.99353525822973,3.81670608772312,3.21433425105337
"cv",5,4,15.4240860645588,-4.99856277660461,3.79964223914075,3.13284880355904
"cv",5,5,18.2652251900656,-4.99837137564678,3.80066286846737,3.0668302436145
"cv",5,6,10.4813366157356,-4.99988726248046,3.80039085838927,3.16568597994217
"cv",5,7,14.1693650652641,-4.99942257680269,3.80011290183259,3.1459159690958
"cv",5,8,12.0165526452981,-4.99968618106039,3.80058620703291,3.13711182292742
"cv",10,1,25.1804390952285,-4.99999931660971,-1.62960996450387,-2.16915236883671
"cv",10,2,31.7079722170032,-4.99999872304189,-1.69428658612408,-2.27531168118578
"cv",10,3,26.0731217899127,-4.99999992058646,-1.64310982313507,-2.19541202600479
"cv",10,4,31.7511617774605,-4.99999930915132,-1.6395047571364,-2.22002328189638
"cv",10,5,27.3987687406179,-4.9999977043895,-1.83623985621524,-2.33339124988171
"cv",10,6,21.3167478646232,-4.9999982564241,-1.62825667762863,-2.1585875147077
"cv",10,7,25.1868575995148,-4.99999785221226,-1.33275911004544,-1.94601246981523
"cv",10,8,21.3203012630197,-4.99995126173377,-1.28470484430862,-1.83254129193671
