"","V1","V2","V3","V4"
"cv",5,1,16.2748527524555,-0.223862463200812
"cv",5,2,18.0594014327209,-0.42127839448483
"cv",5,3,16.0147376968632,-0.168293481232314
"cv",5,4,17.6191531899649,-0.379358399695758
"cv",5,5,17.2155496509202,-0.329043973002588
"cv",5,6,17.6781271372509,-0.381975651216553
"cv",5,7,15.3605263042739,-0.0256721709016951
"cv",5,8,15.3422853198883,-0.0225343207829263
"cv",10,1,44.9120394615644,-1.18664684946109
"cv",10,2,35.2955762528631,-1.08342462082212
"cv",10,3,25.605414527602,-0.931134659352572
"cv",10,4,23.5987527394539,-0.884084073188911
"cv",10,5,29.0467744539435,-0.968040117266018
"cv",10,6,31.5293902364481,-1.01126397740515
"cv",10,7,22.5521136727719,-0.889809100154934
"cv",10,8,30.1712330175793,-0.95955370485915
