"","","","","par1","par2"
"cv",5,1,8.37461597793187,0.480640982944811,-2.75944875577122
"cv",5,2,13.3121358354266,0.443942493273798,-2.73131706703673
"cv",5,3,11.3725121462441,0.46621341664362,-2.83793656982479
"cv",5,4,16.2034157947967,0.44471661319602,-2.89859142833328
"cv",5,5,9.93753495272177,0.450029110251474,-2.73092464166882
"cv",5,6,12.605819431668,0.445723687104752,-2.78459122819192
"cv",5,7,18.195845143429,0.452500096578981,-2.8316593602241
"cv",5,8,8.30216774663885,0.465890667757872,-2.72833768347025
"cv",10,1,31.0516686162672,0.539692037027014,-1.7662660120393
"cv",10,2,29.6967434966624,0.598744069856573,-1.78207104490246
"cv",10,3,31.489869247907,0.529803159350494,-1.82732032173548
"cv",10,4,28.0554547854895,0.540825458405182,-1.76784949826154
"cv",10,5,30.6050975889107,0.52511949094969,-1.75401494155239
"cv",10,6,28.8301326026183,0.504049147687357,-1.78471554129729
"cv",10,7,37.3328411456054,0.507419208174234,-2.00807202592857
"cv",10,8,30.6408711349553,0.520295685286395,-1.78992115446692
