"","V1","V2","V3","V4"
"cv",5,1,16.9988075273964,4.99993617106401
"cv",5,2,17.0143076255046,4.99995095689134
"cv",5,3,16.9992604417846,4.99993649644721
"cv",5,4,17.0059988167957,4.99993167388383
"cv",5,5,17.0127370595473,4.99995602133012
"cv",5,6,17.0131838883014,4.99995843933579
"cv",5,7,17.0068949539399,4.99993062793293
"cv",5,8,17.0080186620895,4.99992964239614
"cv",10,1,32.8102297070711,0.744549861993939
"cv",10,2,33.4443617321166,0.413160279278083
"cv",10,3,34.5634627416922,0.182243454944529
"cv",10,4,34.0359630440893,0.275072137707138
"cv",10,5,33.0597904861322,0.567809895831189
"cv",10,6,34.179640500396,0.24610783963911
"cv",10,7,33.8481579269063,0.316594708853224
"cv",10,8,34.8180276467058,0.14201968683709
