"","","","","par1","par2"
"cv",5,1,16.7852030538308,-4.47156397003904,-1.80770056712835
"cv",5,2,16.6976513012582,-4.54813083974696,-1.74263918808319
"cv",5,3,16.7132813535432,-4.55002075815103,-1.75193134096918
"cv",5,4,16.7042282102224,-4.11660747198674,-1.74699016142594
"cv",5,5,16.8513469098797,-4.53014993166458,-1.77628443712352
"cv",5,6,16.7926966841316,-4.55730741059841,-1.81212261822401
"cv",5,7,16.754709200083,-4.55320700698344,-1.78195466375573
"cv",5,8,16.7368478804725,-4.55395566405556,-1.76803424543857
"cv",10,1,32.5854861882172,-4.9999999999992,-1.93929424333126
"cv",10,2,32.5616233925851,-4.99999999999923,-1.93523613573132
"cv",10,3,32.7500232721228,-4.99999999999881,-1.96573113905624
"cv",10,4,32.6620918571289,-4.99999999999947,-1.9492442894267
"cv",10,5,32.611845701988,-4.99999999999092,-1.9424110722577
"cv",10,6,32.7523038885732,-4.99999999999479,-1.96626092845488
"cv",10,7,32.6093239954932,-4.30279639597834,-1.93812774682423
"cv",10,8,32.5671278338334,-4.99999999999814,-1.93744981069143
