"","V1","V2","V3","V4"
"cv",5,1,16.9008532151104,2.38999658196889
"cv",5,2,17.4200799234127,0.461395179207686
"cv",5,3,16.8502418762712,1.80036733299681
"cv",5,4,16.8394526538587,1.28092446416876
"cv",5,5,16.9050196075531,0.963710187870074
"cv",5,6,17.2751042423449,0.547345828378593
"cv",5,7,17.2953261623582,0.525477332782049
"cv",5,8,17.4100781232287,0.456772886294794
"cv",10,1,30.9772677067347,-0.03994338286853
"cv",10,2,33.5251984498181,-0.275112153457869
"cv",10,3,35.2566772921321,-0.356731651828417
"cv",10,4,32.6750656585756,-0.198239803593709
"cv",10,5,31.558953315772,-0.104460607061448
"cv",10,6,33.4870952434756,-0.25522984021401
"cv",10,7,33.0934834289109,-0.235400965999201
"cv",10,8,35.8451454789549,-0.380666252691586
