"","","","","par1","par2"
"cv",5,1,16.9866241571968,3.99999999998514,-4.99999999972861
"cv",5,2,16.9856608941524,3.99999999945543,-4.99999999286149
"cv",5,3,17.0084356262427,3.99999999982482,-4.99999999945854
"cv",5,4,17.0075166094002,3.99999999993351,-4.99999999963405
"cv",5,5,17.0204100352975,3.99999999735348,-4.99999999959866
"cv",5,6,16.994931788729,3.99999999658886,-4.99999999603123
"cv",5,7,17.0120661104226,3.99999999961468,-4.99999999867027
"cv",5,8,16.9830712077567,3.99999999995436,-4.99999999982952
"cv",10,1,32.1106892307829,1.79917905986837,-3.56762976512596
"cv",10,2,29.0862970418523,2.57719484524621,-4.9999999998223
"cv",10,3,30.9484004833524,1.57173987217114,-3.25450893475391
"cv",10,4,18.7402671699914,1.94111421441767,-3.84419324608622
"cv",10,5,31.3123368403332,1.60324706741921,-3.28931852146184
"cv",10,6,34.3277684353535,1.64169298780163,-3.36774571690584
"cv",10,7,29.9615925503911,1.76855497957532,-3.49956772752912
"cv",10,8,34.7013804944253,1.59240963213488,-3.30865538170922
