"","","","","par1","par2"
"cv",5,1,16.6034051225885,-4.99999999999873,-0.650730140474009
"cv",5,2,16.6207076777597,-4.99999999999872,-0.646141533268407
"cv",5,3,16.6053702463721,-4.99999999999572,-0.64911588690282
"cv",5,4,24.7663592091577,-1.36356317678869,-4.51709731073619
"cv",5,5,16.6271587372055,-4.99999999999992,-0.645826599921171
"cv",5,6,16.6293148440027,-4.9999999999925,-0.644954064769945
"cv",5,7,16.6282755459025,-4.99999999999823,-0.645096782198174
"cv",5,8,16.5910965656841,-4.99999999999387,-0.6526559940352
"cv",10,1,32.249743727876,-4.99999999999573,-1.05219951921116
"cv",10,2,32.2711692350058,-4.9999999999976,-1.04997598938909
"cv",10,3,32.2345634729897,-4.9999999999929,-1.05465113148748
"cv",10,4,32.2431147646494,-4.99999999999968,-1.05379564406438
"cv",10,5,32.2246441455886,-4.99999999999932,-1.05498113482553
"cv",10,6,32.2681283481691,-4.99999999999292,-1.05031508952057
"cv",10,7,48.9027509986316,-3.28758316764997,-4.90359014516633
"cv",10,8,32.2655668626663,-4.99999999999991,-1.05095199963868
