"","","","","par1","par2"
"cv",5,1,14.0871446293595,-4.99999999999766,-1.57404052721137
"cv",5,2,14.6224433621448,-4.99999999999978,-1.59762872806461
"cv",5,3,14.7869097313299,-4.99999999999966,-1.61136273774082
"cv",5,4,15.4710655973125,-4.99999999999917,-1.63080543791173
"cv",5,5,17.4610147066418,-4.99999999999993,-1.70205958874466
"cv",5,6,13.3839805225034,-4.99999999999468,-1.55702392503717
"cv",5,7,15.9059290137699,-4.99999999999921,-1.65675138300899
"cv",5,8,16.1538977820048,-4.99999999999999,-1.65165086351489
"cv",10,1,27.9642236441738,-4.91363076946733,-1.62016272937098
"cv",10,2,30.1238431235844,-4.88345513260164,-1.67599774755708
"cv",10,3,29.1307712143018,-4.90814316138821,-1.65902912856104
"cv",10,4,26.9414457156179,-4.87731209447744,-1.63300671955033
"cv",10,5,25.2459341526409,-4.91551358793889,-1.60005019350128
"cv",10,6,32.5307783618397,-4.71669387404135,-1.72554060261492
"cv",10,7,36.5015366856602,-4.74114943207296,-1.76987474791035
"cv",10,8,33.243735758597,-4.28902948941594,-1.72885478100288
