"","","","","par1","par2"
"cv",5,1,17.0059869083108,1.18414108026581,1.85987738589756
"cv",5,2,17.0059869083108,-4.4045072230589,-4.31025894428603
"cv",5,3,17.0059869083108,2.11404039816541,-3.47311930922185
"cv",5,4,17.0059869083108,2.0629646560535,2.4113357725332
"cv",5,5,17.0059869083108,3.2992885356451,-0.0921557958667845
"cv",5,6,17.0059869083108,-0.999841891609264,-3.24914364144206
"cv",5,7,17.0059869083108,0.0310568774496787,0.457874046931388
"cv",5,8,17.0059869083108,2.35714866942726,-4.97687726700678
"cv",10,1,34.0119738166216,-3.018164267065,-3.84558874332458
"cv",10,2,34.0119738166216,-0.0830375803320726,-1.29803379601903
"cv",10,3,34.0119738166216,-1.57810186717869,-2.72763667478759
"cv",10,4,34.0119738166216,0.0793586399251833,-2.71883956811599
"cv",10,5,34.0119738166216,0.343168585509867,1.81215704232454
"cv",10,6,34.0119738166216,1.1849849121875,3.04618045059033
"cv",10,7,34.0119738166216,0.534798706416041,-4.83072184824623
"cv",10,8,34.0119738166216,-3.18075256701559,1.2260876068475
