"","","","","par1","par2"
"cv",5,1,17.0101526340444,3.999999999789,-4.99999999978466
"cv",5,2,17.0030317919196,3.9999999993927,-4.99999999567723
"cv",5,3,17.0130030793519,3.99999999986731,-4.99999999970427
"cv",5,4,16.9876640433035,3.9999999991833,-4.99999999598679
"cv",5,5,16.9950592571874,3.99999999950495,-4.99999999938297
"cv",5,6,17.0182516491057,3.99999999969597,-4.99999999976795
"cv",5,7,16.9972028930607,3.99999999946563,-4.99999998414122
"cv",5,8,16.9832870285281,3.99999999688363,-4.99999999998922
"cv",10,1,33.9461984288783,3.99999999943047,-4.99999999982706
"cv",10,2,34.0021146226045,3.9999999999279,-4.99999999988719
"cv",10,3,34.0248552830694,3.99999999932487,-4.99999999952554
"cv",10,4,34.0285393805804,3.99999999879449,-4.99999999967311
"cv",10,5,33.9973593373991,3.99999999945259,-4.99999999948338
"cv",10,6,34.0128462641295,3.9999999978283,-4.99999999535316
"cv",10,7,33.9393687823795,3.99999999966938,-4.99999999610859
"cv",10,8,33.9934658773128,3.99999999969026,-4.99999999616162
