"","V1","V2","V3","V4"
"cv",5,1,13.9230554747656,-0.353128928152531
"cv",5,2,15.3178714964353,-0.47744294247544
"cv",5,3,17.5746526714864,-0.605395780171988
"cv",5,4,17.2712541572934,-0.580736828000646
"cv",5,5,16.3016709357515,-0.529684899332774
"cv",5,6,16.9443660376707,-0.577250755600749
"cv",5,7,14.1433033089652,-0.383952461879755
"cv",5,8,17.9128079064572,-0.608778915545566
"cv",10,1,32.6766974555004,-0.167507010368415
"cv",10,2,34.4005553483963,-0.284152508863311
"cv",10,3,31.5554810419677,-0.0641392218404592
"cv",10,4,32.0898297385792,-0.119553833520995
"cv",10,5,33.1681918828524,-0.211878818683389
"cv",10,6,32.6772852920715,-0.175568160748997
"cv",10,7,34.4225350633715,-0.290532016899421
"cv",10,8,35.1158705028146,-0.323876247518829
