"","","","","par1","par2"
"cv",5,1,16.4723095690557,-4.36195781956612,-3.70857818371926
"cv",5,2,16.4723095690557,-2.23964450276106,-4.7332479426623
"cv",5,3,16.4723095690557,-2.02438433630186,-3.75559017075309
"cv",5,4,16.4723095690557,-3.95832982857757,-4.11760475621904
"cv",5,5,16.4723095690557,-2.75641771975155,-3.6876056289532
"cv",5,6,16.4723095690557,-2.43090430467735,-3.78307352487209
"cv",5,7,16.4723095690557,-2.27498962337172,-4.16456230588473
"cv",5,8,16.4723095690557,-2.69910285485337,-3.92654769943606
"cv",10,1,32.0613996275521,-3.94821399728346,-1.04682906946119
"cv",10,2,32.0613996286854,-3.2913969858025,-1.04682906663657
"cv",10,3,32.0613996348148,-2.06561502086568,-1.04682905135914
"cv",10,4,40.4343479713848,-1.95160201831374,-4.42016312083349
"cv",10,5,32.0613996238309,-1.80051944092881,-1.04682907873615
"cv",10,6,32.0613996241735,-2.11866779698148,-1.04682907788231
"cv",10,7,32.06139963226,-2.47925611025881,-1.04682905772686
"cv",10,8,32.0613996544259,-3.71887120228698,-1.04682900247921
