"","V1","V2","V3","V4"
"cv",5,1,16.263128460839,-0.105715081150526
"cv",5,2,19.2385014048505,-0.415060337711117
"cv",5,3,16.8723125260442,-0.178362400314004
"cv",5,4,16.5673855948924,-0.165386524557485
"cv",5,5,16.5673855948924,-0.165386524557509
"cv",5,6,15.6414477650546,0.0406004389314962
"cv",5,7,16.263128460839,-0.105715081150526
"cv",5,8,16.2398464459512,-0.103210767044047
"cv",10,1,37.0116389960621,0.369450893263603
"cv",10,2,33.9045349632344,2.47046286368802
"cv",10,3,33.91170313241,1.96368298886362
"cv",10,4,33.921892784706,2.81184717337591
"cv",10,5,33.909416315406,1.98426941549953
"cv",10,6,34.3295560329469,1.13480179114291
"cv",10,7,34.2531736714758,1.20149445581707
"cv",10,8,33.9926875128452,4.99994235718303
