"","V1","V2","V3","V4"
"cv",5,1,16.4143839742359,-0.451811916686113
"cv",5,2,18.1175607307106,-0.549617898727012
"cv",5,3,15.5100036923714,-0.372216358859596
"cv",5,4,16.7315189821241,-0.467129204474522
"cv",5,5,18.5202470753602,-0.575648433233139
"cv",5,6,15.7549968735528,-0.405034004404432
"cv",5,7,13.6170681023512,-0.0951852102971548
"cv",5,8,16.9050668192483,-0.47065491839119
"cv",10,1,32.9484484795973,-0.163209944488308
"cv",10,2,34.824469653493,-0.301581676997996
"cv",10,3,33.8318948989471,-0.242542615209172
"cv",10,4,34.6984152279668,-0.295455042741107
"cv",10,5,35.5012405422252,-0.330667388876306
"cv",10,6,32.5465783354837,-0.147514458903802
"cv",10,7,32.2553731952556,-0.107598592015296
"cv",10,8,30.8476341565021,0.0850685611023055
