"","V1","V2","V3","V4"
"cv",5,1,9.66822500342998,-0.862361260949539
"cv",5,2,21.1241844337195,-1.12817077543014
"cv",5,3,15.3861335812026,-1.02266248752319
"cv",5,4,21.5689132185848,-1.13611013042552
"cv",5,5,12.252843464919,-0.943702251176831
"cv",5,6,9.22769838521044,-0.82502945112241
"cv",5,7,16.8373479953877,-1.0512729841309
"cv",5,8,12.66323813586,-0.954750634912847
"cv",10,1,22.9506559965006,-1.24228835747823
"cv",10,2,23.3473696446944,-1.24568626797302
"cv",10,3,15.5522452432381,-1.18374914412536
"cv",10,4,30.6665023837651,-1.30390605500784
"cv",10,5,18.0383348243192,-1.19978564735571
"cv",10,6,26.4556335358915,-1.27094128532196
"cv",10,7,27.1015420425164,-1.27852448044382
"cv",10,8,34.3472624457672,-1.3302616514957
