"","V1","V2","V3","V4"
"cv",5,1,15.8595293182642,-0.906815959271215
"cv",5,2,15.5844390367865,-0.899603312097233
"cv",5,3,10.2646682705057,-0.712191757523238
"cv",5,4,15.6010369515083,-0.899527565953101
"cv",5,5,12.9289421975083,-0.823047796580732
"cv",5,6,18.8601796025265,-0.978056581850179
"cv",5,7,13.8892308250698,-0.851438324623026
"cv",5,8,17.1348418278678,-0.940459747416484
"cv",10,1,31.5567217435447,-0.689770784408578
"cv",10,2,34.5349646394176,-0.748940123973894
"cv",10,3,29.1274451032396,-0.632255507446228
"cv",10,4,34.1118964393199,-0.741858144937518
"cv",10,5,30.3601851098938,-0.660338139742441
"cv",10,6,31.1971361829726,-0.684443853026722
"cv",10,7,27.6973132892841,-0.589479850565788
"cv",10,8,32.8515026771503,-0.718111912690551
