"","V1","V2","V3","V4"
"cv",5,1,14.6006667835405,-0.661600812881442
"cv",5,2,15.1442159760927,-0.687293958072512
"cv",5,3,17.1018025373963,-0.764712018373689
"cv",5,4,14.8816360669819,-0.676144385735533
"cv",5,5,13.7702716464705,-0.621373525813649
"cv",5,6,18.8588214241349,-0.82173836299296
"cv",5,7,15.6741701700028,-0.714869368002302
"cv",5,8,15.189791547315,-0.691040723053061
"cv",10,1,30.9409862990715,-0.946750296824356
"cv",10,2,25.5240790299047,-0.873552463380597
"cv",10,3,37.0742957942233,-1.01772559849639
"cv",10,4,23.5734259978621,-0.840140398832702
"cv",10,5,32.729761977197,-0.968424956119676
"cv",10,6,29.6074116849196,-0.931244859081047
"cv",10,7,27.1297359796492,-0.895248929527443
"cv",10,8,29.058334121235,-0.923732836766895
