"","","","","par1","par2"
"cv",5,1,17.0059869083108,1.74432873748227,1.08840730947321
"cv",5,2,17.0059869083108,-1.75727889655906,1.26891511637688
"cv",5,3,17.0059869083108,3.39037663074822,-3.10138119197946
"cv",5,4,17.0059869083108,-0.643136446126191,-2.47616166016087
"cv",5,5,17.0059869083108,1.4413550513974,-4.87172216783189
"cv",5,6,17.0059869083108,-0.060714495407751,1.30035661166343
"cv",5,7,17.0059869083108,-1.83050401871632,2.03381079588125
"cv",5,8,17.0059869083108,-2.68251947895624,3.24413389414739
"cv",10,1,34.0119738166216,1.55460799847551,-0.519939085787345
"cv",10,2,34.0119738166216,-4.77699308849593,-0.798187461892312
"cv",10,3,34.0119738166216,-2.19402375191084,3.13895402872004
"cv",10,4,34.0119738166216,2.83389136356618,2.25922777222354
"cv",10,5,34.0119738166216,-1.31413315484191,1.2166261349339
"cv",10,6,34.0119738166216,-1.39957248995779,1.22125717541866
"cv",10,7,34.0119738166216,-0.247089489130303,-1.22093357495032
"cv",10,8,34.0119738166216,2.65851410556009,-2.49726680897519
