"","","","","par1","par2"
"cv",20,1,49.6454351971194,1.95485147912706,-4.9999999995607
"cv",20,2,21.4949155807835,2.05360570627973,-4.9999999999202
"cv",20,3,44.2785801257921,2.08515076269071,-4.99999999999712
"cv",20,4,19.5877787708676,2.06551037849347,-4.99999999996172
"cv",40,1,60.7173294227685,2.02054273912287,-4.99999999999099
"cv",40,2,78.3170627868133,1.94820997291134,-4.99999999999996
"cv",40,3,100.843156695236,2.13963877670867,-4.99999999895455
"cv",40,4,19.7574915509927,2.05005673260526,-4.99999999999887
