"","V1","V2","V3","V4"
"cv",20,1,80.835715354803,-1.24407831215808
"cv",20,2,92.6441852002371,-1.44441819703709
"cv",20,3,89.8830917937075,-1.42318898932137
"cv",20,4,81.7220852464044,-1.30055780579087
"cv",40,1,177.333498271453,-1.33777899091683
"cv",40,2,173.786170252026,-1.3536322022643
"cv",40,3,172.741785008254,-1.38942029388314
"cv",40,4,183.307853101579,-1.47793537384263
