"","V1","V2","V3","V4"
"cv",20,1,73.4321782097038,-1.53001397586478
"cv",20,2,64.9878892289915,-1.48761314033937
"cv",20,3,70.8457112989189,-1.5149589072568
"cv",20,4,69.7812155100649,-1.49873431452444
"cv",40,1,121.202722784959,-1.64023801152887
"cv",40,2,115.825095247726,-1.62327579912197
"cv",40,3,167.805410717809,-1.74045883141294
"cv",40,4,92.1692185676628,-1.55046891802406
