"","V1","V2","V3","V4"
"cv",20,1,97.8420266912039,-1.37574447149013
"cv",20,2,76.6465874728592,-1.20530332021032
"cv",20,3,65.2734005299644,-1.0460490891042
"cv",20,4,94.8872693678699,-1.35491624923568
"cv",40,1,105.416355749326,-1.6762886109608
"cv",40,2,135.256291610293,-1.75656438313166
"cv",40,3,133.650381906162,-1.74984911118204
"cv",40,4,88.7889848957729,-1.62291426510304
