"","V1","V2","V3","V4"
"cv",20,1,91.1171123244741,-0.994978361244115
"cv",20,2,88.1750987611,-0.942839102123599
"cv",20,3,92.9453673503895,-1.0348527529583
"cv",20,4,94.7466458424814,-1.13765730347046
"cv",40,1,183.101819794498,-1.24009598598605
"cv",40,2,182.009962948488,-1.25455172026351
"cv",40,3,173.391720079127,-1.09986127319259
"cv",40,4,176.169306880964,-1.17420512173292
